trade_id,symbol,strategy_name,direction,signal_time,entry_time,entry_price,exit_time,exit_price,exit_reason,stop_loss,take_profit,holding_bars,risk_pips,pnl_gross_pips,spread_cost_pips,slippage_cost_pips,commission_pips,pnl_net_pips,pnl_r_multiple,regime,session,year,metadata
11,USDJPY,RANGE_TO_TREND_TFPB_V1,-1,2023-03-13 07:00:00+00:00,2023-03-13 07:15:00+00:00,134.0165,2023-03-13 07:45:00+00:00,134.396,SL,134.3885,133.6595,3,36.45000000000047,-36.44999999999925,0.9,0.6,0.7,-38.64999999999789,-1.0603566529200832,STRONG_BEAR__NORMAL_VOL,LONDON,2023,"{'transition_quality': 'STRONG', 'adx_delta': 16.19940929275634}"
12,USDJPY,RANGE_TO_TREND_TFPB_V1,-1,2023-03-16 08:45:00+00:00,2023-03-16 09:00:00+00:00,132.8065,2023-03-16 09:00:00+00:00,133.05735714285714,SL,133.04985714285715,132.58614285714287,1,23.185714285714454,-23.585714285715653,0.9,0.6,0.7,-25.78571428571429,-1.112138015971742,STRONG_BEAR__CONTRACTION,LONDON,2023,"{'transition_quality': 'STRONG', 'adx_delta': 13.153305701810249}"
13,USDJPY,RANGE_TO_TREND_TFPB_V1,1,2023-04-04 15:45:00+00:00,2023-04-04 16:00:00+00:00,132.9115,2023-04-04 16:30:00+00:00,132.6935357142857,SL,132.7010357142857,133.1049642857143,3,20.196428571428783,-20.29642857143017,0.9,0.6,0.7,-22.496428571428805,-1.11388152072292,STRONG_BULL__LOW_VOL,NY_LATE,2023,"{'transition_quality': 'STRONG', 'adx_delta': 12.514128804821315}"
14,USDJPY,RANGE_TO_TREND_TFPB_V1,-1,2023-04-05 04:00:00+00:00,2023-04-05 04:15:00+00:00,131.4325,2023-04-05 04:30:00+00:00,131.62589285714284,SL,131.61839285714285,131.26160714285714,2,17.839285714285325,-17.839285714285325,0.9,0.6,0.7,-20.03928571428396,-1.1233233232602804,STRONG_BEAR__NORMAL_VOL,ASIAN,2023,"{'transition_quality': 'STRONG', 'adx_delta': 25.183166718015105}"
15,USDJPY,RANGE_TO_TREND_TFPB_V1,-1,2023-04-13 12:00:00+00:00,2023-04-13 12:15:00+00:00,133.11950000000002,2023-04-13 13:30:00+00:00,133.28160714285715,SL,133.27410714285716,132.97989285714286,6,14.710714285714488,-14.710714285715198,0.9,0.6,0.7,-16.910714285713834,-1.1495508617814842,STRONG_BEAR__NORMAL_VOL,OVERLAP,2023,"{'transition_quality': 'STRONG', 'adx_delta': 15.532301517911774}"
16,USDJPY,RANGE_TO_TREND_TFPB_V1,1,2023-04-17 03:45:00+00:00,2023-04-17 04:00:00+00:00,133.8525,2023-04-17 04:00:00+00:00,133.96817857142855,TP,133.71232142857144,133.97567857142855,1,13.167857142856374,13.067857142854677,0.9,0.6,0.7,10.867857142856042,0.8253322483777533,STRONG_BULL__CONTRACTION,ASIAN,2023,"{'transition_quality': 'STRONG', 'adx_delta': 13.841804440423797}"
17,USDJPY,RANGE_TO_TREND_TFPB_V1,1,2023-04-20 05:00:00+00:00,2023-04-20 05:15:00+00:00,134.8455,2023-04-20 06:15:00+00:00,134.6886428571429,SL,134.6961428571429,134.98585714285713,5,14.485714285713414,-14.18571428571056,0.9,0.6,0.7,-16.385714285709195,-1.1311637080084134,STRONG_BULL__NORMAL_VOL,ASIAN,2023,"{'transition_quality': 'MODERATE', 'adx_delta': 6.797641870651059}"
18,USDJPY,RANGE_TO_TREND_TFPB_V1,-1,2023-04-25 19:00:00+00:00,2023-04-25 19:15:00+00:00,133.91150000000002,2023-04-25 20:15:00+00:00,133.73164285714284,TP,134.10985714285715,133.72414285714285,5,19.285714285714107,19.48571428571597,0.9,0.6,0.7,17.285714285717336,0.8962962962499882,STRONG_BEAR__NORMAL_VOL,NY_LATE,2023,"{'transition_quality': 'STRONG', 'adx_delta': 19.854521634068416}"
19,USDJPY,RANGE_TO_TREND_TFPB_V1,1,2023-05-09 17:15:00+00:00,2023-05-09 17:30:00+00:00,135.09449999999998,2023-05-09 19:30:00+00:00,135.23796428571427,TP,134.92853571428572,135.24546428571426,9,15.846428571427495,15.846428571427396,0.9,0.6,0.7,13.64642857142876,0.8611674554336681,STRONG_BULL__NORMAL_VOL,NY_LATE,2023,"{'transition_quality': 'STRONG', 'adx_delta': 16.637024400175815}"
20,USDJPY,RANGE_TO_TREND_TFPB_V1,1,2023-05-15 16:30:00+00:00,2023-05-15 16:45:00+00:00,136.1525,2023-05-16 00:45:00+00:00,136.0755,TIME_EXPIRY,135.94135714285716,136.34464285714284,33,20.164285714285462,-6.200000000001182,0.9,0.6,0.7,-8.399999999999817,-0.4165781083746611,WEAK_BULL__NORMAL_VOL,NY_LATE,2023,"{'transition_quality': 'STRONG', 'adx_delta': 13.619599673131486}"
21,USDJPY,RANGE_TO_TREND_TFPB_V1,1,2023-05-19 01:45:00+00:00,2023-05-19 02:00:00+00:00,138.6555,2023-05-19 02:00:00+00:00,138.5717857142857,SL,138.5792857142857,138.71471428571428,1,6.771428571429233,-6.8714285714293055,0.9,0.6,0.7,-9.07142857142794,-1.3396624470593195,WEAK_BULL__CONTRACTION,ASIAN,2023,"{'transition_quality': 'STRONG', 'adx_delta': 10.863193454313933}"
22,USDJPY,RANGE_TO_TREND_TFPB_V1,-1,2023-05-30 17:00:00+00:00,2023-05-30 17:15:00+00:00,139.8545,2023-05-30 17:30:00+00:00,139.6109642857143,TP,140.12653571428572,139.6034642857143,2,26.153571428571453,25.85357142856992,0.9,0.6,0.7,23.653571428571286,0.9044107605826464,STRONG_BEAR__NORMAL_VOL,NY_LATE,2023,"{'transition_quality': 'STRONG', 'adx_delta': 17.960521593414057}"
23,USDJPY,RANGE_TO_TREND_TFPB_V1,1,2023-06-05 11:45:00+00:00,2023-06-05 12:00:00+00:00,140.27249999999998,2023-06-05 16:00:00+00:00,140.10642857142858,SL,140.11392857142857,140.4160714285714,17,15.107142857142211,-15.107142857141298,0.9,0.6,0.7,-17.307142857139933,-1.1456264774653933,STRONG_BULL__NORMAL_VOL,OVERLAP,2023,"{'transition_quality': 'STRONG', 'adx_delta': 16.886930311990966}"
24,USDJPY,RANGE_TO_TREND_TFPB_V1,1,2023-06-13 10:30:00+00:00,2023-06-13 10:45:00+00:00,139.5675,2023-06-13 15:15:00+00:00,139.42064285714287,SL,139.42814285714286,139.69385714285715,19,13.285714285713468,-13.185714285714312,0.9,0.6,0.7,-15.385714285712947,-1.1580645160418366,STRONG_BULL__NORMAL_VOL,LONDON,2023,"{'transition_quality': 'STRONG', 'adx_delta': 17.73482879071161}"
25,USDJPY,RANGE_TO_TREND_TFPB_V1,1,2023-06-27 10:00:00+00:00,2023-06-27 10:15:00+00:00,143.4955,2023-06-27 11:00:00+00:00,143.5957142857143,TP,143.3747857142857,143.6032142857143,4,11.421428571428597,11.521428571430192,0.9,0.6,0.7,9.321428571431557,0.8161350843565705,STRONG_BULL__LOW_VOL,LONDON,2023,"{'transition_quality': 'STRONG', 'adx_delta': 16.528621428900678}"
26,USDJPY,RANGE_TO_TREND_TFPB_V1,1,2023-06-28 11:00:00+00:00,2023-06-28 11:15:00+00:00,144.11249999999998,2023-06-28 11:15:00+00:00,144.22825000000003,TP,143.97025,144.23575000000002,1,13.275000000000656,13.075000000003456,0.9,0.6,0.7,10.875000000004821,0.8192090394866346,STRONG_BULL__NORMAL_VOL,LONDON,2023,"{'transition_quality': 'STRONG', 'adx_delta': 12.113991656744737}"
27,USDJPY,RANGE_TO_TREND_TFPB_V1,1,2023-06-28 16:30:00+00:00,2023-06-28 16:45:00+00:00,144.3765,2023-06-28 16:45:00+00:00,144.19525000000002,SL,144.20275,144.53725,1,16.725000000000076,-16.62499999999909,0.9,0.6,0.7,-18.824999999997726,-1.1255605380491527,STRONG_BULL__NORMAL_VOL,NY_LATE,2023,"{'transition_quality': 'STRONG', 'adx_delta': 17.44443259972354}"
28,USDJPY,RANGE_TO_TREND_TFPB_V1,1,2023-06-28 16:45:00+00:00,2023-06-28 17:00:00+00:00,144.4085,2023-06-28 17:45:00+00:00,144.59139285714286,TP,144.20310714285716,144.59889285714286,4,19.7892857142855,19.789285714284688,0.9,0.6,0.7,17.589285714286053,0.888828731231055,STRONG_BULL__NORMAL_VOL,NY_LATE,2023,"{'transition_quality': 'STRONG', 'adx_delta': 20.760573511490662}"
29,USDJPY,RANGE_TO_TREND_TFPB_V1,-1,2023-07-13 09:30:00+00:00,2023-07-13 09:45:00+00:00,138.4745,2023-07-13 09:45:00+00:00,138.31099999999998,TP,138.6605,138.30349999999999,1,17.850000000000577,17.850000000001387,0.9,0.6,0.7,15.650000000002752,0.8767507002311202,WEAK_BEAR__NORMAL_VOL,LONDON,2023,"{'transition_quality': 'MODERATE', 'adx_delta': 8.908968808377802}"
30,USDJPY,RANGE_TO_TREND_TFPB_V1,-1,2023-07-14 01:45:00+00:00,2023-07-14 02:00:00+00:00,138.0225,2023-07-14 02:00:00+00:00,137.9445,TP,138.123,137.937,1,9.300000000000251,9.299999999998931,0.9,0.6,0.7,7.100000000000295,0.7634408601329745,STRONG_BEAR__CONTRACTION,ASIAN,2023,"{'transition_quality': 'STRONG', 'adx_delta': 15.051127335565717}"
31,USDJPY,RANGE_TO_TREND_TFPB_V1,-1,2023-07-26 00:15:00+00:00,2023-07-26 00:30:00+00:00,140.8705,2023-07-26 00:30:00+00:00,141.0244642857143,SL,141.0039642857143,140.7680357142857,1,11.796428571428564,-11.296428571429828,3.5,0.6,0.7,-16.09642857142951,-1.3645171055459282,STRONG_BEAR__CONTRACTION,ASIAN,2023,"{'transition_quality': 'MODERATE', 'adx_delta': 8.980730742796954}"
32,USDJPY,RANGE_TO_TREND_TFPB_V1,1,2023-07-31 21:00:00+00:00,2023-07-31 21:15:00+00:00,142.1865,2023-08-01 02:00:00+00:00,142.3254642857143,TP,142.0250357142857,142.3329642857143,20,15.396428571429308,15.39642857142951,0.9,0.6,0.7,13.196428571430875,0.8571097192671022,WEAK_BULL__CONTRACTION,NY_LATE,2023,"{'transition_quality': 'STRONG', 'adx_delta': 15.187632578087657}"
33,USDJPY,RANGE_TO_TREND_TFPB_V1,1,2023-08-03 06:30:00+00:00,2023-08-03 06:45:00+00:00,143.3105,2023-08-03 07:00:00+00:00,143.46125,TP,143.13725,143.46875,2,16.574999999999662,16.575000000000273,0.9,0.6,0.7,14.375000000001638,0.8672699848648363,STRONG_BULL__LOW_VOL,ASIAN,2023,"{'transition_quality': 'MODERATE', 'adx_delta': 8.787233578716126}"
34,USDJPY,RANGE_TO_TREND_TFPB_V1,1,2023-08-15 11:45:00+00:00,2023-08-15 12:00:00+00:00,145.6525,2023-08-15 14:30:00+00:00,145.47135714285716,SL,145.47885714285715,145.80714285714285,11,16.414285714285526,-16.61428571428587,0.9,0.6,0.7,-18.814285714284505,-1.1462140991468193,STRONG_BULL__NORMAL_VOL,OVERLAP,2023,"{'transition_quality': 'STRONG', 'adx_delta': 12.940996017485869}"
35,USDJPY,RANGE_TO_TREND_TFPB_V1,1,2023-08-15 23:00:00+00:00,2023-08-15 23:15:00+00:00,145.5835,2023-08-16 00:00:00+00:00,145.48375,SL,145.49325,145.66275000000002,4,8.475000000000271,-8.275000000000432,0.9,0.6,0.7,-10.675000000000022,-1.259587020500306,WEAK_BULL__CONTRACTION,NY_LATE,2023,"{'transition_quality': 'STRONG', 'adx_delta': 21.179116788421858}"
36,USDJPY,RANGE_TO_TREND_TFPB_V1,1,2023-08-28 10:15:00+00:00,2023-08-28 10:30:00+00:00,146.4365,2023-08-28 10:45:00+00:00,146.52007142857144,TP,146.33042857142857,146.52757142857143,2,9.85714285714333,9.85714285714323,0.9,0.6,0.7,7.657142857144595,0.7768115941242306,WEAK_BULL__LOW_VOL,LONDON,2023,"{'transition_quality': 'STRONG', 'adx_delta': 19.59533121331293}"
37,USDJPY,RANGE_TO_TREND_TFPB_V1,1,2023-09-04 03:00:00+00:00,2023-09-04 03:15:00+00:00,146.1445,2023-09-04 10:00:00+00:00,146.2435357142857,TP,146.0129642857143,146.2510357142857,28,11.903571428571322,11.403571428570558,0.9,0.6,0.7,9.203571428571923,0.7731773176668683,WEAK_BULL__CONTRACTION,ASIAN,2023,"{'transition_quality': 'STRONG', 'adx_delta': 19.483879333744888}"
38,USDJPY,RANGE_TO_TREND_TFPB_V1,1,2023-09-07 02:00:00+00:00,2023-09-07 02:15:00+00:00,147.6705,2023-09-07 03:00:00+00:00,147.75189285714288,TP,147.56460714285714,147.75939285714287,4,9.73928571428593,9.639285714285961,0.9,0.6,0.7,7.439285714287325,0.7638430508934833,WEAK_BULL__CONTRACTION,ASIAN,2023,"{'transition_quality': 'STRONG', 'adx_delta': 15.386055633987038}"
39,USDJPY,RANGE_TO_TREND_TFPB_V1,1,2023-09-13 02:15:00+00:00,2023-09-13 02:30:00+00:00,147.1405,2023-09-13 03:00:00+00:00,147.20621428571428,TP,147.0542857142857,147.21371428571427,3,7.9714285714288735,8.071428571426509,0.9,0.6,0.7,5.871428571427873,0.7365591396924308,WEAK_BULL__CONTRACTION,ASIAN,2023,"{'transition_quality': 'STRONG', 'adx_delta': 13.843812738941033}"
40,USDJPY,RANGE_TO_TREND_TFPB_V1,1,2023-09-26 04:00:00+00:00,2023-09-26 04:15:00+00:00,148.89249999999998,2023-09-26 09:00:00+00:00,148.9617142857143,TP,148.8007857142857,148.9692142857143,20,8.42142857142889,8.421428571429601,0.9,0.6,0.7,6.221428571430965,0.7387616623383167,STRONG_BULL__LOW_VOL,ASIAN,2023,"{'transition_quality': 'STRONG', 'adx_delta': 11.746921471198883}"
41,USDJPY,RANGE_TO_TREND_TFPB_V1,1,2023-09-27 15:45:00+00:00,2023-09-27 16:00:00+00:00,149.1925,2023-09-27 16:30:00+00:00,149.27960714285715,TP,149.08889285714284,149.28710714285714,3,9.910714285715017,10.210714285713607,0.9,0.6,0.7,8.010714285714972,0.8082882882067409,STRONG_BULL__NORMAL_VOL,NY_LATE,2023,"{'transition_quality': 'STRONG', 'adx_delta': 12.197296924043512}"
42,USDJPY,RANGE_TO_TREND_TFPB_V1,1,2023-09-29 04:45:00+00:00,2023-09-29 05:00:00+00:00,149.33849999999998,2023-09-29 05:30:00+00:00,149.4064642857143,TP,149.2500357142857,149.4139642857143,3,8.196428571429035,8.296428571429715,0.9,0.6,0.7,6.096428571431079,0.7437908495827208,STRONG_BULL__CONTRACTION,ASIAN,2023,"{'transition_quality': 'WEAK', 'adx_delta': 5.589212957054823}"
43,USDJPY,RANGE_TO_TREND_TFPB_V1,1,2023-10-02 01:00:00+00:00,2023-10-02 01:15:00+00:00,149.5005,2023-10-02 02:00:00+00:00,149.60632142857142,TP,149.37017857142857,149.6138214285714,4,12.182142857142557,12.182142857142253,1.1,0.6,0.7,9.88214285714314,0.8111990617921465,WEAK_BULL__LOW_VOL,ASIAN,2023,"{'transition_quality': 'WEAK', 'adx_delta': 5.451693459341513}"
44,USDJPY,RANGE_TO_TREND_TFPB_V1,1,2023-10-02 17:00:00+00:00,2023-10-02 17:15:00+00:00,149.8485,2023-10-02 17:15:00+00:00,149.74382142857144,SL,149.75132142857143,149.9306785714286,1,8.96785714285733,-8.967857142857838,0.9,0.6,0.7,-11.167857142856473,-1.2453205892676453,WEAK_BULL__LOW_VOL,NY_LATE,2023,"{'transition_quality': 'STRONG', 'adx_delta': 13.39821353064534}"
45,USDJPY,RANGE_TO_TREND_TFPB_V1,1,2023-10-02 17:30:00+00:00,2023-10-02 17:45:00+00:00,149.84449999999998,2023-10-02 21:00:00+00:00,149.73114285714286,SL,149.73864285714285,149.93535714285713,14,9.835714285714658,-9.835714285713948,0.9,0.6,0.7,-12.035714285712583,-1.2236746549225732,WEAK_BULL__LOW_VOL,NY_LATE,2023,"{'transition_quality': 'STRONG', 'adx_delta': 12.349637242748647}"
46,USDJPY,RANGE_TO_TREND_TFPB_V1,1,2023-10-16 20:00:00+00:00,2023-10-16 20:15:00+00:00,149.5995,2023-10-16 22:30:00+00:00,149.5007142857143,SL,149.5082142857143,149.67578571428572,10,8.378571428572151,-8.378571428571036,0.9,0.6,0.7,-10.57857142856967,-1.2625745949044038,STRONG_BULL__NORMAL_VOL,NY_LATE,2023,"{'transition_quality': 'MODERATE', 'adx_delta': 9.774353828197825}"
47,USDJPY,RANGE_TO_TREND_TFPB_V1,1,2023-10-20 10:30:00+00:00,2023-10-20 10:45:00+00:00,149.9025,2023-10-20 10:45:00+00:00,149.94178571428571,TP,149.8387142857143,149.9492857142857,1,5.5285714285713325,5.4285714285697395,0.9,0.6,0.7,3.2285714285711036,0.5839793280596967,STRONG_BULL__LOW_VOL,LONDON,2023,"{'transition_quality': 'STRONG', 'adx_delta': 12.219889191407034}"
48,USDJPY,RANGE_TO_TREND_TFPB_V1,1,2023-10-27 03:00:00+00:00,2023-10-27 03:15:00+00:00,150.4135,2023-10-27 03:15:00+00:00,150.34335714285714,SL,150.35085714285714,150.46314285714288,1,5.614285714286028,-5.514285714286871,0.9,0.6,0.7,-7.714285714285507,-1.3740458012818626,WEAK_BULL__CONTRACTION,ASIAN,2023,"{'transition_quality': 'STRONG', 'adx_delta': 14.800048431679048}"
49,USDJPY,RANGE_TO_TREND_TFPB_V1,1,2023-11-09 10:00:00+00:00,2023-11-09 10:15:00+00:00,150.95149999999998,2023-11-09 10:15:00+00:00,151.04021428571428,TP,150.8402857142857,151.04771428571428,1,10.371428571427847,10.371428571428964,0.9,0.6,0.7,8.17142857143033,0.7878787878030461,WEAK_BULL__NORMAL_VOL,LONDON,2023,"{'transition_quality': 'STRONG', 'adx_delta': 12.067963800214356}"
50,USDJPY,RANGE_TO_TREND_TFPB_V1,1,2023-11-09 14:45:00+00:00,2023-11-09 15:00:00+00:00,151.1115,2023-11-09 15:15:00+00:00,151.01567857142857,SL,151.02317857142856,151.18882142857143,2,8.282142857143121,-8.082142857145413,0.9,0.6,0.7,-10.282142857144049,-1.2414833978665918,STRONG_BULL__NORMAL_VOL,OVERLAP,2023,"{'transition_quality': 'STRONG', 'adx_delta': 24.821930019330797}"
51,USDJPY,RANGE_TO_TREND_TFPB_V1,1,2023-11-10 16:15:00+00:00,2023-11-10 16:30:00+00:00,151.42249999999999,2023-11-10 16:45:00+00:00,151.47989285714286,TP,151.34660714285715,151.48739285714285,2,7.039285714286134,7.23928571428587,0.9,0.6,0.7,5.039285714287234,0.7158802637239448,WEAK_BULL__LOW_VOL,NY_LATE,2023,"{'transition_quality': 'STRONG', 'adx_delta': 19.801441862911037}"
52,USDJPY,RANGE_TO_TREND_TFPB_V1,-1,2023-11-20 00:45:00+00:00,2023-11-20 01:00:00+00:00,149.6145,2023-11-20 01:15:00+00:00,149.76035714285715,SL,149.75285714285715,149.49914285714286,2,12.685714285715783,-12.785714285715244,1.5,0.6,0.7,-15.285714285715311,-1.2049549548599083,STRONG_BEAR__CONTRACTION,ASIAN,2023,"{'transition_quality': 'STRONG', 'adx_delta': 17.4892675468742}"
53,USDJPY,RANGE_TO_TREND_TFPB_V1,-1,2023-11-20 21:15:00+00:00,2023-11-20 21:30:00+00:00,148.3175,2023-11-21 02:45:00+00:00,148.19596428571427,TP,148.46553571428572,148.18846428571428,22,13.853571428571193,13.653571428571354,0.9,0.6,0.7,11.453571428572719,0.8267594740316894,STRONG_BEAR__CONTRACTION,NY_LATE,2023,"{'transition_quality': 'STRONG', 'adx_delta': 12.3299392313872}"
54,USDJPY,RANGE_TO_TREND_TFPB_V1,-1,2023-12-12 15:00:00+00:00,2023-12-12 15:15:00+00:00,145.03050000000002,2023-12-12 15:30:00+00:00,145.22553571428568,SL,145.2180357142857,144.85996428571428,2,17.903571428571347,-18.003571428567966,0.9,0.6,0.7,-20.2035714285666,-1.1284659883667871,STRONG_BEAR__LOW_VOL,OVERLAP,2023,"{'transition_quality': 'STRONG', 'adx_delta': 25.29242524085184}"
55,USDJPY,RANGE_TO_TREND_TFPB_V1,-1,2023-12-22 00:15:00+00:00,2023-12-22 00:30:00+00:00,142.14049999999997,2023-12-22 01:00:00+00:00,142.03442857142858,TP,142.2895714285714,142.02642857142857,3,13.15714285714234,13.157142857141935,2.9000000000000004,0.6,0.7,9.907142857139707,0.752985884850269,STRONG_BEAR__CONTRACTION,ASIAN,2023,"{'transition_quality': 'STRONG', 'adx_delta': 18.625857341235093}"
56,USDJPY,RANGE_TO_TREND_TFPB_V1,1,2024-01-05 02:45:00+00:00,2024-01-05 03:00:00+00:00,144.805,2024-01-05 05:15:00+00:00,144.92228571428572,TP,144.66371428571426,144.93028571428573,10,13.328571428572339,13.328571428573355,1.0,0.6,0.7,11.0285714285714,0.8274383707845923,STRONG_BULL__LOW_VOL,ASIAN,2024,"{'transition_quality': 'STRONG', 'adx_delta': 17.17012670902102}"
57,USDJPY,RANGE_TO_TREND_TFPB_V1,-1,2024-01-09 17:00:00+00:00,2024-01-09 17:15:00+00:00,143.8145,2024-01-09 17:30:00+00:00,144.0803214285714,SL,144.07282142857142,143.5711785714286,2,25.082142857141726,-25.08214285714132,0.9,0.6,0.7,-27.282142857139956,-1.087711804028901,STRONG_BEAR__NORMAL_VOL,NY_LATE,2024,"{'transition_quality': 'STRONG', 'adx_delta': 11.878127436507153}"
58,USDJPY,RANGE_TO_TREND_TFPB_V1,-1,2024-01-30 11:00:00+00:00,2024-01-30 11:15:00+00:00,147.3615,2024-01-30 15:00:00+00:00,147.55039285714284,SL,147.54289285714285,147.19510714285715,16,17.389285714285613,-17.389285714284597,0.9,0.6,0.7,-19.589285714283232,-1.1265146846752747,WEAK_BEAR__LOW_VOL,LONDON,2024,"{'transition_quality': 'STRONG', 'adx_delta': 11.36068603923527}"
59,USDJPY,RANGE_TO_TREND_TFPB_V1,1,2024-01-31 15:00:00+00:00,2024-01-31 15:15:00+00:00,147.8225,2024-01-31 15:15:00+00:00,147.64675,SL,147.65425,147.97375,1,15.97500000000015,-16.075000000000728,0.9,0.6,0.7,-18.274999999999363,-1.1439749608047083,STRONG_BULL__NORMAL_VOL,OVERLAP,2024,"{'transition_quality': 'STRONG', 'adx_delta': 15.257984330211565}"
60,USDJPY,RANGE_TO_TREND_TFPB_V1,-1,2024-02-07 02:45:00+00:00,2024-02-07 03:00:00+00:00,147.84,2024-02-07 03:45:00+00:00,147.74360714285717,TP,147.96039285714286,147.73560714285716,4,11.239285714285174,11.239285714285074,1.0,0.6,0.7,8.93928571428312,0.7953606608759749,STRONG_BEAR__CONTRACTION,ASIAN,2024,"{'transition_quality': 'STRONG', 'adx_delta': 13.149268421595826}"
61,USDJPY,RANGE_TO_TREND_TFPB_V1,1,2024-02-09 17:00:00+00:00,2024-02-09 17:15:00+00:00,149.39749999999998,2024-02-12 01:00:00+00:00,149.16342857142854,SL,149.17142857142855,149.60857142857142,32,21.857142857142776,-21.857142857143685,0.9,0.6,0.7,-24.10714285714398,-1.1029411764201824,WEAK_BULL__LOW_VOL,NY_LATE,2024,"{'transition_quality': 'STRONG', 'adx_delta': 27.811132579336864}"
