position_id,symbol,direction,entry_time,entry_price,stop_loss,take_profit,lot_size,risk_pips,risk_usd,spread_paid_pips,commission_paid_usd,slippage_paid_pips,max_favorable_pips,max_adverse_pips,holding_bars,is_open,exit_time,exit_price,exit_reason,gross_pnl_pips,net_pnl_pips,net_pnl_usd,pnl_r_multiple
POS_EURUSD_202301200915,EURUSD,1,2023-01-20 09:15:00+00:00,1.08346,1.0825453571428572,1.0850492857142857,10.93,9.146428571429333,1000.0,0.8,7.0,0.2,24.499999999998412,0.9999999999998899,4,False,2023-01-20 10:00:00+00:00,1.0850492857142857,TAKE_PROFIT,15.892857142856265,14.192857142856266,1551.7376023291438,1.5517376023291438
POS_EURUSD_202302071130,EURUSD,-1,2023-02-07 11:30:00+00:00,1.0723799999999999,1.0741049999999999,1.06893,5.89,17.249999999999766,1015.5173760232915,0.8,7.0,0.2,35.69999999999851,2.000000000002,16,False,2023-02-07 15:15:00+00:00,1.06893,TAKE_PROFIT,34.49999999999953,32.79999999999953,1930.9547786453902,1.9014492752520884
POS_EURUSD_202302270715,EURUSD,-1,2023-02-27 07:15:00+00:00,1.05472,1.055357857142857,1.0534742857142856,16.22,6.378571428569124,1034.8269238097453,0.8,7.0,0.2,14.200000000001989,1.1999999999989797,6,False,2023-02-27 08:30:00+00:00,1.0534742857142856,TAKE_PROFIT,12.457142857145165,10.757142857145165,1745.1840392094603,1.6864501677097024
POS_EURUSD_202303161530,EURUSD,-1,2023-03-16 15:30:00+00:00,1.05761,1.0602475,1.052305,3.99,26.375000000000703,1052.27876420184,0.8,7.0,0.2,9.699999999999154,45.20000000000079,2,False,2023-03-16 15:45:00+00:00,1.0602475,STOP_LOSS,-26.375000000000703,-28.075000000000703,-1120.1033669704836,-1.0644549762629574
POS_EURUSD_202305231200,EURUSD,-1,2023-05-23 12:00:00+00:00,1.08033,1.0817239285714286,1.0775421428571428,7.47,13.939285714286154,1041.077730532135,0.8,7.0,0.2,30.300000000000882,0.4999999999988347,5,False,2023-05-23 13:00:00+00:00,1.0775421428571428,TAKE_PROFIT,27.878571428572307,26.178571428572308,1955.1882562780202,1.8780425312513869
POS_EURUSD_202306160845,EURUSD,1,2023-06-16 08:45:00+00:00,1.0944200000000002,1.0937885714285713,1.095472857142857,16.8,6.314285714288381,1060.6296130949154,0.8,7.0,0.2,13.799999999999368,4.900000000001015,3,False,2023-06-16 09:15:00+00:00,1.095472857142857,TAKE_PROFIT,10.528571428567446,8.828571428567447,1482.9617664893165,1.3981900450262148
POS_EURUSD_202306221030,EURUSD,1,2023-06-22 10:30:00+00:00,1.0991900000000001,1.0983764285714288,1.1006071428571427,13.22,8.135714285713025,1075.4592307598086,0.8,7.0,0.2,14.499999999999513,6.00000000000156,11,False,2023-06-22 13:00:00+00:00,1.1006071428571427,TAKE_PROFIT,14.171428571425615,12.471428571425616,1648.59685397337,1.5329236170195324
POS_EURUSD_202306261300,EURUSD,-1,2023-06-26 13:00:00+00:00,1.08966,1.0907067857142858,1.0875664285714288,10.43,10.467857142857362,1091.9451992995423,0.8,7.0,0.2,2.500000000000835,10.799999999999699,2,False,2023-06-26 13:15:00+00:00,1.0907067857142858,STOP_LOSS,-10.467857142857362,-12.167857142857361,-1269.2791858267253,-1.1624019104996648
POS_EURUSD_202307041500,EURUSD,-1,2023-07-04 15:00:00+00:00,1.08983,1.0906817857142859,1.0881264285714287,12.67,8.51785714285791,1079.252407441275,0.8,7.0,0.2,4.500000000000615,8.699999999999264,10,False,2023-07-04 17:15:00+00:00,1.0906817857142859,STOP_LOSS,-8.51785714285791,-10.217857142857909,-1294.6503720448382,-1.1995807126474105
POS_EURUSD_202307191630,EURUSD,-1,2023-07-19 16:30:00+00:00,1.1213899999999999,1.1225139285714285,1.1191421428571429,9.49,11.239285714286229,1066.3059037208266,0.8,7.0,0.2,23.899999999998922,10.80000000000192,3,False,2023-07-19 17:00:00+00:00,1.1191421428571429,TAKE_PROFIT,22.478571428570238,20.77857142857024,1971.3275333000183,1.8487448361874013
POS_EURUSD_202308031645,EURUSD,-1,2023-08-03 16:45:00+00:00,1.0919699999999999,1.0940099999999997,1.08789,5.32,20.399999999998197,1086.0191790538267,0.8,7.0,0.2,4.099999999997994,23.300000000001653,3,False,2023-08-03 17:15:00+00:00,1.0940099999999997,STOP_LOSS,-20.399999999998197,-22.099999999998197,-1176.5207772506478,-1.0833333332802362
POS_EURUSD_202308111800,EURUSD,-1,2023-08-11 18:00:00+00:00,1.09723,1.0994135714285713,1.0928628571428571,4.92,21.83571428571396,1074.2539712813202,0.8,7.0,0.2,32.59999999999818,3.300000000001635,32,False,2023-08-14 01:45:00+00:00,1.09423,TIME_LIMIT_32,29.999999999998916,28.299999999998917,1392.2781269288757,1.2960418710560884
POS_EURUSD_202308301515,EURUSD,1,2023-08-30 15:15:00+00:00,1.0886600000000002,1.0873607142857145,1.0910185714285714,8.38,12.99285714285725,1088.176752550609,0.8,7.0,0.2,33.39999999999898,0.8000000000008001,2,False,2023-08-30 15:30:00+00:00,1.0910185714285714,TAKE_PROFIT,23.5857142857121,21.8857142857121,1832.9706264750357,1.6844420009696794
POS_EURUSD_202309181700,EURUSD,-1,2023-09-18 17:00:00+00:00,1.06624,1.0671728571428571,1.0643442857142857,11.86,9.328571428570687,1106.5064588153596,0.8,7.0,0.2,2.900000000001235,12.699999999998823,3,False,2023-09-18 17:30:00+00:00,1.0671728571428571,STOP_LOSS,-9.328571428570687,-11.028571428570686,-1308.1515866981583,-1.1822358344827764
