Pair,Strategy,Factor,Bucket,Trades,WinRate%,Exp(R),PF,Stable_Years%,Valid_Sample,Yearly_Exp_R
USDJPY,MR_RG,atr_bucket,0-20% (Lowest),47,36.17,-0.239,0.99,25.0,True,"{np.int64(2023): -0.568, np.int64(2024): -0.838, np.int64(2025): 0.636, np.int64(2026): -0.094}"
USDJPY,MR_RG,atr_bucket,20-40% (Low),36,30.56,-0.333,0.49,0.0,True,"{np.int64(2023): -0.751, np.int64(2024): -0.212, np.int64(2025): -0.146, np.int64(2026): None}"
USDJPY,MR_RG,atr_bucket,80-100% (Highest),3,33.33,-0.698,0.13,0.0,False,"{np.int64(2023): None, np.int64(2024): None, np.int64(2025): None, np.int64(2026): None}"
USDJPY,MR_RG,atr_bucket,40-60% (Mid),19,5.26,-1.07,0.11,0.0,False,"{np.int64(2023): -0.638, np.int64(2024): None, np.int64(2025): -1.226, np.int64(2026): -1.315}"
USDJPY,MR_RG,atr_bucket,60-80% (High),6,0.0,-1.153,0.0,0.0,False,"{np.int64(2023): None, np.int64(2024): None, np.int64(2025): None, np.int64(2026): None}"
USDJPY,MR_RG,adx_bucket,Medium (18-28),41,36.59,-0.148,0.76,25.0,True,"{np.int64(2023): -0.416, np.int64(2024): -0.297, np.int64(2025): 0.391, np.int64(2026): -0.148}"
USDJPY,MR_RG,adx_bucket,Low (<18),70,21.43,-0.664,0.34,0.0,True,"{np.int64(2023): -0.876, np.int64(2024): -0.921, np.int64(2025): -0.344, np.int64(2026): -0.51}"
USDJPY,MR_RG,trend_regime,WEAK_BULL,28,42.86,0.155,0.96,50.0,True,"{np.int64(2023): -0.021, np.int64(2024): -0.217, np.int64(2025): 0.54, np.int64(2026): 0.189}"
USDJPY,MR_RG,trend_regime,CHOPPY,31,22.58,-0.586,0.39,0.0,True,"{np.int64(2023): -1.21, np.int64(2024): -0.368, np.int64(2025): -0.296, np.int64(2026): -0.772}"
USDJPY,MR_RG,trend_regime,RANGING,43,25.58,-0.647,0.42,0.0,True,"{np.int64(2023): -0.761, np.int64(2024): -1.07, np.int64(2025): -0.362, np.int64(2026): -0.328}"
USDJPY,MR_RG,trend_regime,WEAK_BEAR,9,0.0,-1.211,0.0,0.0,False,"{np.int64(2023): None, np.int64(2024): None, np.int64(2025): None, np.int64(2026): None}"
USDJPY,MR_RG,vol_regime,CONTRACTION,32,40.62,-0.118,0.75,50.0,True,"{np.int64(2023): -0.432, np.int64(2024): -0.438, np.int64(2025): 0.014, np.int64(2026): 0.244}"
USDJPY,MR_RG,vol_regime,LOW_VOL,32,28.12,-0.413,0.85,25.0,True,"{np.int64(2023): -1.013, np.int64(2024): -0.189, np.int64(2025): 0.291, np.int64(2026): -0.839}"
USDJPY,MR_RG,vol_regime,HIGH_VOL,3,33.33,-0.698,0.13,0.0,False,"{np.int64(2023): None, np.int64(2024): None, np.int64(2025): None, np.int64(2026): None}"
USDJPY,MR_RG,vol_regime,NORMAL_VOL,44,15.91,-0.761,0.22,0.0,True,"{np.int64(2023): -0.56, np.int64(2024): -1.214, np.int64(2025): -0.503, np.int64(2026): -0.934}"
USDJPY,MR_RG,combined_regime,WEAK_BULL__CONTRACTION,3,100.0,2.163,99.0,0.0,False,"{np.int64(2023): None, np.int64(2024): None, np.int64(2025): None, np.int64(2026): None}"
USDJPY,MR_RG,combined_regime,WEAK_BULL__LOW_VOL,9,44.44,0.377,1.47,0.0,False,"{np.int64(2023): None, np.int64(2024): None, np.int64(2025): None, np.int64(2026): None}"
USDJPY,MR_RG,combined_regime,CHOPPY__CONTRACTION,7,42.86,0.159,0.98,0.0,False,"{np.int64(2023): None, np.int64(2024): None, np.int64(2025): None, np.int64(2026): None}"
USDJPY,MR_RG,combined_regime,WEAK_BULL__NORMAL_VOL,14,28.57,-0.341,0.51,100.0,False,"{np.int64(2023): 0.034, np.int64(2024): None, np.int64(2025): None, np.int64(2026): None}"
USDJPY,MR_RG,combined_regime,WEAK_BULL__HIGH_VOL,2,50.0,-0.382,0.19,0.0,False,"{np.int64(2023): None, np.int64(2024): None, np.int64(2025): None, np.int64(2026): None}"
USDJPY,MR_RG,combined_regime,RANGING__LOW_VOL,10,30.0,-0.497,1.16,0.0,False,"{np.int64(2023): -1.403, np.int64(2024): None, np.int64(2025): None, np.int64(2026): None}"
USDJPY,MR_RG,combined_regime,RANGING__CONTRACTION,22,31.82,-0.517,0.38,0.0,False,"{np.int64(2023): -0.272, np.int64(2024): -0.896, np.int64(2025): None, np.int64(2026): -0.144}"
USDJPY,MR_RG,combined_regime,CHOPPY__NORMAL_VOL,12,16.67,-0.75,0.26,0.0,False,"{np.int64(2023): None, np.int64(2024): None, np.int64(2025): -0.148, np.int64(2026): None}"
USDJPY,MR_RG,combined_regime,CHOPPY__LOW_VOL,11,18.18,-0.814,0.42,0.0,False,"{np.int64(2023): None, np.int64(2024): None, np.int64(2025): None, np.int64(2026): None}"
USDJPY,MR_RG,combined_regime,RANGING__NORMAL_VOL,11,9.09,-1.044,0.06,0.0,False,"{np.int64(2023): None, np.int64(2024): None, np.int64(2025): None, np.int64(2026): None}"
USDJPY,MR_RG,combined_regime,WEAK_BEAR__NORMAL_VOL,7,0.0,-1.175,0.0,0.0,False,"{np.int64(2023): None, np.int64(2024): None, np.int64(2025): None, np.int64(2026): None}"
USDJPY,MR_RG,combined_regime,CHOPPY__HIGH_VOL,1,0.0,-1.33,0.0,0.0,False,"{np.int64(2023): None, np.int64(2024): None, np.int64(2025): None, np.int64(2026): None}"
USDJPY,MR_RG,combined_regime,WEAK_BEAR__LOW_VOL,2,0.0,-1.34,0.0,0.0,False,"{np.int64(2023): None, np.int64(2024): None, np.int64(2025): None, np.int64(2026): None}"
USDJPY,MR_RG,session,NY_LATE,1,100.0,2.404,99.0,0.0,False,"{np.int64(2023): None, np.int64(2024): None, np.int64(2025): None, np.int64(2026): None}"
USDJPY,MR_RG,session,ASIAN,44,31.82,-0.303,0.69,25.0,True,"{np.int64(2023): -0.439, np.int64(2024): -0.883, np.int64(2025): 0.2, np.int64(2026): -0.299}"
USDJPY,MR_RG,session,LONDON,28,25.0,-0.597,0.41,0.0,True,"{np.int64(2023): -1.022, np.int64(2024): -0.343, np.int64(2025): None, np.int64(2026): -0.972}"
USDJPY,MR_RG,session,OVERLAP,38,21.05,-0.656,0.28,25.0,True,"{np.int64(2023): -0.934, np.int64(2024): -0.748, np.int64(2025): -0.728, np.int64(2026): 0.072}"
USDJPY,MR_RG,day_of_week,Tuesday,20,40.0,0.061,1.01,33.3,False,"{np.int64(2023): -0.207, np.int64(2024): -0.064, np.int64(2025): 0.592, np.int64(2026): None}"
USDJPY,MR_RG,day_of_week,Monday,22,36.36,-0.311,0.66,0.0,False,"{np.int64(2023): -0.629, np.int64(2024): -0.354, np.int64(2025): -0.115, np.int64(2026): None}"
USDJPY,MR_RG,day_of_week,Friday,24,25.0,-0.533,0.26,33.3,False,"{np.int64(2023): -0.688, np.int64(2024): -1.224, np.int64(2025): None, np.int64(2026): 0.006}"
USDJPY,MR_RG,day_of_week,Thursday,19,21.05,-0.666,0.29,0.0,False,"{np.int64(2023): None, np.int64(2024): -0.629, np.int64(2025): None, np.int64(2026): None}"
USDJPY,MR_RG,day_of_week,Wednesday,26,15.38,-0.827,0.34,0.0,True,"{np.int64(2023): -0.869, np.int64(2024): None, np.int64(2025): -0.362, np.int64(2026): -1.42}"
USDJPY,MR_RG,spread_bucket,Low (<=1.0p),101,27.72,-0.468,0.46,25.0,True,"{np.int64(2023): -0.698, np.int64(2024): -0.676, np.int64(2025): 0.127, np.int64(2026): -0.374}"
USDJPY,MR_RG,spread_bucket,Medium (1.0-1.5p),10,20.0,-0.532,0.59,0.0,False,"{np.int64(2023): None, np.int64(2024): None, np.int64(2025): -0.532, np.int64(2026): None}"
USDJPY,MR_RG,htf_alignment,ALIGNED,23,39.13,-0.23,0.75,33.3,False,"{np.int64(2023): None, np.int64(2024): -0.19, np.int64(2025): -0.301, np.int64(2026): 0.036}"
USDJPY,MR_RG,htf_alignment,NEUTRAL,36,33.33,-0.305,0.75,25.0,True,"{np.int64(2023): -0.865, np.int64(2024): -0.53, np.int64(2025): 0.109, np.int64(2026): -0.042}"
USDJPY,MR_RG,htf_alignment,OPPOSED,52,17.31,-0.698,0.25,0.0,True,"{np.int64(2023): -0.638, np.int64(2024): -1.011, np.int64(2025): -0.22, np.int64(2026): -0.998}"
USDJPY,MR_RG,direction_label,SHORT,83,26.51,-0.465,0.52,0.0,True,"{np.int64(2023): -0.614, np.int64(2024): -0.57, np.int64(2025): -0.184, np.int64(2026): -0.516}"
USDJPY,MR_RG,direction_label,LONG,28,28.57,-0.499,0.36,25.0,True,"{np.int64(2023): -0.94, np.int64(2024): -0.994, np.int64(2025): 0.242, np.int64(2026): -0.09}"
USDJPY,LDN_MO,atr_bucket,40-60% (Mid),90,48.89,0.126,1.38,75.0,True,"{np.int64(2023): 0.191, np.int64(2024): -0.165, np.int64(2025): 0.322, np.int64(2026): 0.083}"
USDJPY,LDN_MO,atr_bucket,60-80% (High),34,44.12,0.095,1.3,75.0,True,"{np.int64(2023): -0.234, np.int64(2024): 0.167, np.int64(2025): 0.254, np.int64(2026): 0.224}"
USDJPY,LDN_MO,atr_bucket,80-100% (Highest),14,42.86,-0.051,1.14,0.0,False,"{np.int64(2023): None, np.int64(2024): None, np.int64(2025): None, np.int64(2026): -0.855}"
USDJPY,LDN_MO,atr_bucket,0-20% (Lowest),224,40.62,-0.098,0.9,25.0,True,"{np.int64(2023): -0.372, np.int64(2024): -0.082, np.int64(2025): 0.222, np.int64(2026): -0.062}"
USDJPY,LDN_MO,atr_bucket,20-40% (Low),199,35.18,-0.187,0.77,0.0,True,"{np.int64(2023): -0.249, np.int64(2024): -0.101, np.int64(2025): -0.002, np.int64(2026): -0.673}"
USDJPY,LDN_MO,adx_bucket,High (>28),296,42.23,-0.026,1.05,50.0,True,"{np.int64(2023): -0.187, np.int64(2024): -0.122, np.int64(2025): 0.202, np.int64(2026): 0.009}"
USDJPY,LDN_MO,adx_bucket,Medium (18-28),184,39.67,-0.113,0.91,25.0,True,"{np.int64(2023): -0.163, np.int64(2024): -0.146, np.int64(2025): 0.289, np.int64(2026): -0.472}"
USDJPY,LDN_MO,adx_bucket,Low (<18),81,34.57,-0.207,0.7,25.0,True,"{np.int64(2023): -0.498, np.int64(2024): 0.114, np.int64(2025): -0.074, np.int64(2026): -0.245}"
USDJPY,LDN_MO,trend_regime,STRONG_BULL,137,46.72,0.074,1.26,75.0,True,"{np.int64(2023): 0.078, np.int64(2024): -0.115, np.int64(2025): 0.34, np.int64(2026): 0.052}"
USDJPY,LDN_MO,trend_regime,STRONG_BEAR,62,41.94,0.071,1.16,75.0,True,"{np.int64(2023): 0.037, np.int64(2024): 0.292, np.int64(2025): 0.353, np.int64(2026): -0.792}"
USDJPY,LDN_MO,trend_regime,WEAK_BULL,53,39.62,-0.098,0.98,50.0,True,"{np.int64(2023): -0.42, np.int64(2024): 0.07, np.int64(2025): -0.175, np.int64(2026): 0.305}"
USDJPY,LDN_MO,trend_regime,CHOPPY,253,38.34,-0.151,0.83,25.0,True,"{np.int64(2023): -0.281, np.int64(2024): -0.207, np.int64(2025): 0.104, np.int64(2026): -0.223}"
USDJPY,LDN_MO,trend_regime,WEAK_BEAR,18,33.33,-0.153,0.91,50.0,False,"{np.int64(2023): -0.619, np.int64(2024): None, np.int64(2025): 0.468, np.int64(2026): None}"
USDJPY,LDN_MO,trend_regime,RANGING,38,31.58,-0.356,0.42,25.0,True,"{np.int64(2023): -0.615, np.int64(2024): 0.053, np.int64(2025): -0.135, np.int64(2026): -0.532}"
USDJPY,LDN_MO,vol_regime,EXPANSION,6,50.0,0.312,1.94,0.0,False,"{np.int64(2023): None, np.int64(2024): None, np.int64(2025): None, np.int64(2026): None}"
USDJPY,LDN_MO,vol_regime,LOW_VOL,270,41.48,-0.03,0.99,50.0,True,"{np.int64(2023): -0.136, np.int64(2024): -0.127, np.int64(2025): 0.147, np.int64(2026): 0.077}"
USDJPY,LDN_MO,vol_regime,NORMAL_VOL,210,40.48,-0.082,0.96,25.0,True,"{np.int64(2023): -0.382, np.int64(2024): -0.075, np.int64(2025): 0.152, np.int64(2026): -0.193}"
USDJPY,LDN_MO,vol_regime,CONTRACTION,57,35.09,-0.288,0.61,25.0,True,"{np.int64(2023): -0.499, np.int64(2024): -0.118, np.int64(2025): 0.366, np.int64(2026): -0.56}"
USDJPY,LDN_MO,vol_regime,HIGH_VOL,18,33.33,-0.292,0.82,0.0,False,"{np.int64(2023): None, np.int64(2024): None, np.int64(2025): None, np.int64(2026): -0.905}"
USDJPY,LDN_MO,combined_regime,STRONG_BULL__EXPANSION,2,100.0,1.61,99.0,0.0,False,"{np.int64(2023): None, np.int64(2024): None, np.int64(2025): None, np.int64(2026): None}"
USDJPY,LDN_MO,combined_regime,STRONG_BEAR__LOW_VOL,21,61.9,0.663,2.81,100.0,False,"{np.int64(2023): 0.401, np.int64(2024): None, np.int64(2025): 1.402, np.int64(2026): None}"
USDJPY,LDN_MO,combined_regime,STRONG_BULL__HIGH_VOL,4,50.0,0.43,2.35,0.0,False,"{np.int64(2023): None, np.int64(2024): None, np.int64(2025): None, np.int64(2026): None}"
USDJPY,LDN_MO,combined_regime,STRONG_BULL__LOW_VOL,68,51.47,0.157,1.35,50.0,True,"{np.int64(2023): 0.408, np.int64(2024): -0.038, np.int64(2025): -0.283, np.int64(2026): 0.362}"
USDJPY,LDN_MO,combined_regime,WEAK_BULL__NORMAL_VOL,19,52.63,0.156,1.59,33.3,False,"{np.int64(2023): -0.127, np.int64(2024): 0.507, np.int64(2025): -0.211, np.int64(2026): None}"
USDJPY,LDN_MO,combined_regime,RANGING__NORMAL_VOL,4,50.0,0.028,1.62,0.0,False,"{np.int64(2023): None, np.int64(2024): None, np.int64(2025): None, np.int64(2026): None}"
USDJPY,LDN_MO,combined_regime,STRONG_BULL__NORMAL_VOL,47,42.55,-0.028,1.11,25.0,True,"{np.int64(2023): -0.778, np.int64(2024): -0.137, np.int64(2025): 0.391, np.int64(2026): -0.008}"
USDJPY,LDN_MO,combined_regime,CHOPPY__LOW_VOL,122,36.89,-0.129,0.82,25.0,True,"{np.int64(2023): -0.29, np.int64(2024): -0.268, np.int64(2025): 0.149, np.int64(2026): -0.001}"
USDJPY,LDN_MO,combined_regime,CHOPPY__NORMAL_VOL,94,40.43,-0.13,0.85,25.0,True,"{np.int64(2023): -0.346, np.int64(2024): -0.131, np.int64(2025): 0.059, np.int64(2026): -0.113}"
USDJPY,LDN_MO,combined_regime,STRONG_BEAR__NORMAL_VOL,36,33.33,-0.146,0.81,50.0,True,"{np.int64(2023): 0.071, np.int64(2024): 0.063, np.int64(2025): -0.092, np.int64(2026): -0.664}"
USDJPY,LDN_MO,combined_regime,WEAK_BEAR__NORMAL_VOL,10,30.0,-0.148,0.97,100.0,False,"{np.int64(2023): None, np.int64(2024): None, np.int64(2025): 0.485, np.int64(2026): None}"
USDJPY,LDN_MO,combined_regime,WEAK_BULL__LOW_VOL,25,36.0,-0.151,0.83,25.0,True,"{np.int64(2023): -0.363, np.int64(2024): -0.292, np.int64(2025): -0.126, np.int64(2026): 0.362}"
USDJPY,LDN_MO,combined_regime,WEAK_BEAR__LOW_VOL,8,37.5,-0.158,0.84,0.0,False,"{np.int64(2023): None, np.int64(2024): None, np.int64(2025): None, np.int64(2026): None}"
USDJPY,LDN_MO,combined_regime,RANGING__CONTRACTION,8,37.5,-0.196,0.67,0.0,False,"{np.int64(2023): None, np.int64(2024): None, np.int64(2025): None, np.int64(2026): None}"
USDJPY,LDN_MO,combined_regime,CHOPPY__CONTRACTION,24,41.67,-0.261,0.73,33.3,False,"{np.int64(2023): -0.453, np.int64(2024): None, np.int64(2025): 0.23, np.int64(2026): -0.475}"
USDJPY,LDN_MO,combined_regime,STRONG_BULL__CONTRACTION,16,31.25,-0.261,0.57,0.0,False,"{np.int64(2023): None, np.int64(2024): None, np.int64(2025): None, np.int64(2026): -0.651}"
USDJPY,LDN_MO,combined_regime,CHOPPY__HIGH_VOL,9,33.33,-0.3,0.74,0.0,False,"{np.int64(2023): None, np.int64(2024): None, np.int64(2025): None, np.int64(2026): -0.871}"
USDJPY,LDN_MO,combined_regime,WEAK_BULL__CONTRACTION,7,28.57,-0.305,0.44,0.0,False,"{np.int64(2023): None, np.int64(2024): None, np.int64(2025): None, np.int64(2026): None}"
USDJPY,LDN_MO,combined_regime,CHOPPY__EXPANSION,4,25.0,-0.337,1.06,0.0,False,"{np.int64(2023): None, np.int64(2024): None, np.int64(2025): None, np.int64(2026): None}"
USDJPY,LDN_MO,combined_regime,RANGING__LOW_VOL,26,26.92,-0.464,0.23,0.0,True,"{np.int64(2023): -0.742, np.int64(2024): None, np.int64(2025): -0.428, np.int64(2026): None}"
USDJPY,LDN_MO,combined_regime,STRONG_BEAR__HIGH_VOL,3,33.33,-0.668,0.04,0.0,False,"{np.int64(2023): None, np.int64(2024): None, np.int64(2025): None, np.int64(2026): None}"
USDJPY,LDN_MO,combined_regime,WEAK_BULL__HIGH_VOL,2,0.0,-1.135,0.0,0.0,False,"{np.int64(2023): None, np.int64(2024): None, np.int64(2025): None, np.int64(2026): None}"
USDJPY,LDN_MO,combined_regime,STRONG_BEAR__CONTRACTION,2,0.0,-1.136,0.0,0.0,False,"{np.int64(2023): None, np.int64(2024): None, np.int64(2025): None, np.int64(2026): None}"
USDJPY,LDN_MO,session,LONDON,561,40.29,-0.081,0.95,25.0,True,"{np.int64(2023): -0.23, np.int64(2024): -0.106, np.int64(2025): 0.181, np.int64(2026): -0.189}"
USDJPY,LDN_MO,day_of_week,Wednesday,125,48.0,0.084,1.37,50.0,True,"{np.int64(2023): -0.099, np.int64(2024): 0.212, np.int64(2025): 0.212, np.int64(2026): -0.037}"
USDJPY,LDN_MO,day_of_week,Thursday,112,41.96,-0.033,1.0,25.0,True,"{np.int64(2023): -0.188, np.int64(2024): -0.33, np.int64(2025): 0.48, np.int64(2026): -0.012}"
USDJPY,LDN_MO,day_of_week,Friday,116,36.21,-0.135,0.8,0.0,True,"{np.int64(2023): -0.04, np.int64(2024): -0.16, np.int64(2025): -0.138, np.int64(2026): -0.246}"
USDJPY,LDN_MO,day_of_week,Tuesday,125,36.0,-0.168,0.82,25.0,True,"{np.int64(2023): -0.355, np.int64(2024): -0.343, np.int64(2025): 0.394, np.int64(2026): -0.397}"
USDJPY,LDN_MO,day_of_week,Monday,83,38.55,-0.185,0.85,25.0,True,"{np.int64(2023): -0.592, np.int64(2024): 0.101, np.int64(2025): -0.016, np.int64(2026): -0.255}"
USDJPY,LDN_MO,spread_bucket,Medium (1.0-1.5p),65,53.85,0.235,1.77,100.0,True,"{np.int64(2023): None, np.int64(2024): None, np.int64(2025): 0.235, np.int64(2026): None}"
USDJPY,LDN_MO,spread_bucket,Low (<=1.0p),495,38.59,-0.12,0.86,25.0,True,"{np.int64(2023): -0.23, np.int64(2024): -0.106, np.int64(2025): 0.154, np.int64(2026): -0.189}"
USDJPY,LDN_MO,spread_bucket,High (>1.5p),1,0.0,-1.115,0.0,0.0,False,"{np.int64(2023): None, np.int64(2024): None, np.int64(2025): None, np.int64(2026): None}"
USDJPY,LDN_MO,htf_alignment,NEUTRAL,185,40.54,-0.027,1.07,50.0,True,"{np.int64(2023): -0.245, np.int64(2024): 0.006, np.int64(2025): 0.353, np.int64(2026): -0.32}"
USDJPY,LDN_MO,htf_alignment,ALIGNED,219,40.64,-0.095,0.9,0.0,True,"{np.int64(2023): -0.262, np.int64(2024): -0.045, np.int64(2025): -0.029, np.int64(2026): -0.013}"
USDJPY,LDN_MO,htf_alignment,OPPOSED,157,39.49,-0.123,0.88,25.0,True,"{np.int64(2023): -0.179, np.int64(2024): -0.369, np.int64(2025): 0.248, np.int64(2026): -0.267}"
USDJPY,LDN_MO,direction_label,LONG,318,44.34,-0.008,1.06,50.0,True,"{np.int64(2023): -0.202, np.int64(2024): 0.016, np.int64(2025): 0.232, np.int64(2026): -0.075}"
USDJPY,LDN_MO,direction_label,SHORT,243,34.98,-0.175,0.84,25.0,True,"{np.int64(2023): -0.263, np.int64(2024): -0.298, np.int64(2025): 0.124, np.int64(2026): -0.358}"
USDJPY,MS_BOS,atr_bucket,80-100% (Highest),208,40.87,-0.018,1.05,50.0,True,"{np.int64(2023): 0.024, np.int64(2024): -0.152, np.int64(2025): -0.068, np.int64(2026): 0.196}"
USDJPY,MS_BOS,atr_bucket,60-80% (High),232,38.79,-0.055,1.01,25.0,True,"{np.int64(2023): -0.048, np.int64(2024): 0.027, np.int64(2025): -0.03, np.int64(2026): -0.312}"
USDJPY,MS_BOS,atr_bucket,20-40% (Low),550,34.36,-0.178,0.78,0.0,True,"{np.int64(2023): -0.128, np.int64(2024): -0.116, np.int64(2025): -0.182, np.int64(2026): -0.383}"
USDJPY,MS_BOS,atr_bucket,40-60% (Mid),427,31.15,-0.249,0.62,0.0,True,"{np.int64(2023): -0.231, np.int64(2024): -0.131, np.int64(2025): -0.329, np.int64(2026): -0.332}"
USDJPY,MS_BOS,atr_bucket,0-20% (Lowest),378,26.98,-0.436,0.55,0.0,True,"{np.int64(2023): -0.355, np.int64(2024): -0.423, np.int64(2025): -0.437, np.int64(2026): -0.522}"
USDJPY,MS_BOS,adx_bucket,High (>28),1170,34.02,-0.19,0.82,0.0,True,"{np.int64(2023): -0.139, np.int64(2024): -0.163, np.int64(2025): -0.165, np.int64(2026): -0.369}"
USDJPY,MS_BOS,adx_bucket,Low (<18),199,34.67,-0.215,0.68,0.0,True,"{np.int64(2023): -0.038, np.int64(2024): -0.252, np.int64(2025): -0.268, np.int64(2026): -0.361}"
USDJPY,MS_BOS,adx_bucket,Medium (18-28),426,30.99,-0.282,0.68,0.0,True,"{np.int64(2023): -0.285, np.int64(2024): -0.191, np.int64(2025): -0.352, np.int64(2026): -0.289}"
USDJPY,MS_BOS,trend_regime,WEAK_BULL,106,41.51,-0.085,1.08,50.0,True,"{np.int64(2023): -0.141, np.int64(2024): 0.02, np.int64(2025): -0.292, np.int64(2026): 0.081}"
USDJPY,MS_BOS,trend_regime,CHOPPY,802,33.54,-0.195,0.78,0.0,True,"{np.int64(2023): -0.096, np.int64(2024): -0.139, np.int64(2025): -0.28, np.int64(2026): -0.303}"
USDJPY,MS_BOS,trend_regime,STRONG_BEAR,275,32.36,-0.198,0.76,0.0,True,"{np.int64(2023): -0.112, np.int64(2024): -0.031, np.int64(2025): -0.222, np.int64(2026): -0.671}"
USDJPY,MS_BOS,trend_regime,STRONG_BULL,480,33.54,-0.236,0.8,0.0,True,"{np.int64(2023): -0.246, np.int64(2024): -0.309, np.int64(2025): -0.024, np.int64(2026): -0.349}"
USDJPY,MS_BOS,trend_regime,RANGING,80,32.5,-0.247,0.76,0.0,True,"{np.int64(2023): -0.169, np.int64(2024): -0.075, np.int64(2025): -0.109, np.int64(2026): -0.854}"
USDJPY,MS_BOS,trend_regime,WEAK_BEAR,52,19.23,-0.627,0.31,0.0,True,"{np.int64(2023): -0.524, np.int64(2024): -0.844, np.int64(2025): -0.713, np.int64(2026): -0.095}"
USDJPY,MS_BOS,vol_regime,HIGH_VOL,218,42.66,0.038,1.18,50.0,True,"{np.int64(2023): 0.175, np.int64(2024): -0.088, np.int64(2025): -0.088, np.int64(2026): 0.191}"
USDJPY,MS_BOS,vol_regime,NORMAL_VOL,920,32.07,-0.222,0.7,0.0,True,"{np.int64(2023): -0.187, np.int64(2024): -0.142, np.int64(2025): -0.189, np.int64(2026): -0.553}"
USDJPY,MS_BOS,vol_regime,LOW_VOL,513,33.33,-0.251,0.75,0.0,True,"{np.int64(2023): -0.228, np.int64(2024): -0.172, np.int64(2025): -0.373, np.int64(2026): -0.252}"
USDJPY,MS_BOS,vol_regime,EXPANSION,44,29.55,-0.271,0.56,50.0,True,"{np.int64(2023): -0.467, np.int64(2024): -0.674, np.int64(2025): 0.293, np.int64(2026): 0.126}"
USDJPY,MS_BOS,vol_regime,CONTRACTION,100,27.0,-0.484,0.59,0.0,True,"{np.int64(2023): -0.293, np.int64(2024): -0.547, np.int64(2025): -0.442, np.int64(2026): -0.556}"
USDJPY,MS_BOS,combined_regime,WEAK_BULL__HIGH_VOL,14,78.57,0.811,3.97,100.0,False,"{np.int64(2023): 1.212, np.int64(2024): None, np.int64(2025): None, np.int64(2026): None}"
USDJPY,MS_BOS,combined_regime,WEAK_BULL__CONTRACTION,3,66.67,0.664,3.47,0.0,False,"{np.int64(2023): None, np.int64(2024): None, np.int64(2025): None, np.int64(2026): None}"
USDJPY,MS_BOS,combined_regime,STRONG_BULL__HIGH_VOL,61,47.54,0.247,1.67,75.0,True,"{np.int64(2023): -0.006, np.int64(2024): 0.317, np.int64(2025): 0.572, np.int64(2026): 0.08}"
USDJPY,MS_BOS,combined_regime,STRONG_BULL__EXPANSION,6,50.0,0.159,1.74,0.0,False,"{np.int64(2023): None, np.int64(2024): None, np.int64(2025): None, np.int64(2026): None}"
USDJPY,MS_BOS,combined_regime,RANGING__NORMAL_VOL,25,40.0,0.069,1.0,66.7,True,"{np.int64(2023): -0.622, np.int64(2024): 0.898, np.int64(2025): 0.056, np.int64(2026): None}"
USDJPY,MS_BOS,combined_regime,WEAK_BEAR__EXPANSION,4,50.0,-0.028,1.2,0.0,False,"{np.int64(2023): None, np.int64(2024): None, np.int64(2025): None, np.int64(2026): None}"
USDJPY,MS_BOS,combined_regime,STRONG_BEAR__EXPANSION,3,33.33,-0.073,0.53,0.0,False,"{np.int64(2023): None, np.int64(2024): None, np.int64(2025): None, np.int64(2026): None}"
USDJPY,MS_BOS,combined_regime,STRONG_BEAR__HIGH_VOL,59,37.29,-0.087,0.88,25.0,True,"{np.int64(2023): 0.093, np.int64(2024): -0.144, np.int64(2025): -0.195, np.int64(2026): -0.014}"
USDJPY,MS_BOS,combined_regime,STRONG_BEAR__LOW_VOL,44,36.36,-0.097,0.95,33.3,True,"{np.int64(2023): -0.153, np.int64(2024): 0.516, np.int64(2025): -0.27, np.int64(2026): None}"
USDJPY,MS_BOS,combined_regime,CHOPPY__HIGH_VOL,77,38.96,-0.11,1.01,50.0,True,"{np.int64(2023): 0.198, np.int64(2024): -0.468, np.int64(2025): -0.433, np.int64(2026): 0.264}"
USDJPY,MS_BOS,combined_regime,CHOPPY__NORMAL_VOL,429,33.8,-0.162,0.76,0.0,True,"{np.int64(2023): -0.053, np.int64(2024): -0.109, np.int64(2025): -0.182, np.int64(2026): -0.468}"
USDJPY,MS_BOS,combined_regime,CHOPPY__LOW_VOL,228,33.77,-0.211,0.78,25.0,True,"{np.int64(2023): -0.277, np.int64(2024): 0.002, np.int64(2025): -0.428, np.int64(2026): -0.183}"
USDJPY,MS_BOS,combined_regime,WEAK_BULL__NORMAL_VOL,48,33.33,-0.233,0.78,25.0,True,"{np.int64(2023): -0.597, np.int64(2024): 0.504, np.int64(2025): -0.496, np.int64(2026): -0.335}"
USDJPY,MS_BOS,combined_regime,STRONG_BEAR__NORMAL_VOL,165,30.3,-0.243,0.7,0.0,True,"{np.int64(2023): -0.177, np.int64(2024): -0.145, np.int64(2025): -0.186, np.int64(2026): -0.855}"
USDJPY,MS_BOS,combined_regime,WEAK_BULL__LOW_VOL,35,37.14,-0.267,0.83,25.0,True,"{np.int64(2023): -0.4, np.int64(2024): -0.375, np.int64(2025): -0.245, np.int64(2026): 0.198}"
USDJPY,MS_BOS,combined_regime,STRONG_BULL__NORMAL_VOL,225,31.56,-0.281,0.67,25.0,True,"{np.int64(2023): -0.3, np.int64(2024): -0.32, np.int64(2025): 0.019, np.int64(2026): -0.698}"
