Pair,Strategy,Factor,Bucket,Trades,WinRate%,Exp(R),PF,Stable_Years%,Valid_Sample,Yearly_Exp_R
GBPUSD,VE_BO,htf_alignment,NEUTRAL,248,27.82,-0.42,0.57,0.0,True,"{np.int64(2023): -0.374, np.int64(2024): -0.783, np.int64(2025): -0.157, np.int64(2026): -0.304}"
GBPUSD,VE_BO,direction_label,LONG,328,32.32,-0.277,0.71,0.0,True,"{np.int64(2023): -0.172, np.int64(2024): -0.423, np.int64(2025): -0.411, np.int64(2026): -0.02}"
GBPUSD,VE_BO,direction_label,SHORT,389,29.31,-0.356,0.65,0.0,True,"{np.int64(2023): -0.29, np.int64(2024): -0.708, np.int64(2025): -0.072, np.int64(2026): -0.361}"
GBPUSD,MR_RG,atr_bucket,20-40% (Low),35,37.14,-0.345,0.48,25.0,True,"{np.int64(2023): -0.835, np.int64(2024): -0.34, np.int64(2025): -0.587, np.int64(2026): 0.412}"
GBPUSD,MR_RG,atr_bucket,40-60% (Mid),12,25.0,-0.564,0.73,100.0,False,"{np.int64(2023): 0.018, np.int64(2024): None, np.int64(2025): None, np.int64(2026): None}"
GBPUSD,MR_RG,atr_bucket,0-20% (Lowest),64,34.38,-0.625,0.42,0.0,True,"{np.int64(2023): -0.666, np.int64(2024): -0.242, np.int64(2025): -0.763, np.int64(2026): -1.068}"
GBPUSD,MR_RG,atr_bucket,60-80% (High),7,0.0,-1.268,0.0,0.0,False,"{np.int64(2023): None, np.int64(2024): None, np.int64(2025): None, np.int64(2026): None}"
GBPUSD,MR_RG,adx_bucket,Medium (18-28),42,35.71,-0.453,0.65,0.0,True,"{np.int64(2023): -0.649, np.int64(2024): -0.416, np.int64(2025): -0.504, np.int64(2026): -0.023}"
GBPUSD,MR_RG,adx_bucket,Low (<18),76,30.26,-0.641,0.34,0.0,True,"{np.int64(2023): -0.553, np.int64(2024): -0.48, np.int64(2025): -0.886, np.int64(2026): -0.738}"
GBPUSD,MR_RG,trend_regime,RANGING,49,40.82,-0.437,0.55,25.0,True,"{np.int64(2023): -0.448, np.int64(2024): 0.017, np.int64(2025): -0.785, np.int64(2026): -0.501}"
GBPUSD,MR_RG,trend_regime,CHOPPY,37,29.73,-0.529,0.46,25.0,True,"{np.int64(2023): -0.608, np.int64(2024): -1.094, np.int64(2025): 0.016, np.int64(2026): -0.431}"
GBPUSD,MR_RG,trend_regime,WEAK_BEAR,12,25.0,-0.668,0.24,0.0,False,"{np.int64(2023): None, np.int64(2024): None, np.int64(2025): None, np.int64(2026): -0.146}"
GBPUSD,MR_RG,trend_regime,WEAK_BULL,20,20.0,-0.935,0.32,0.0,False,"{np.int64(2023): -0.641, np.int64(2024): None, np.int64(2025): -1.441, np.int64(2026): None}"
GBPUSD,MR_RG,vol_regime,LOW_VOL,25,36.0,-0.505,0.42,25.0,True,"{np.int64(2023): -0.504, np.int64(2024): 0.232, np.int64(2025): -0.861, np.int64(2026): -0.967}"
GBPUSD,MR_RG,vol_regime,CONTRACTION,56,37.5,-0.526,0.5,0.0,True,"{np.int64(2023): -0.603, np.int64(2024): -0.365, np.int64(2025): -0.676, np.int64(2026): -0.216}"
GBPUSD,MR_RG,vol_regime,NORMAL_VOL,31,22.58,-0.665,0.37,0.0,True,"{np.int64(2023): -0.634, np.int64(2024): -0.949, np.int64(2025): -0.604, np.int64(2026): -0.484}"
GBPUSD,MR_RG,vol_regime,EXPANSION,5,20.0,-0.739,0.52,0.0,False,"{np.int64(2023): None, np.int64(2024): None, np.int64(2025): None, np.int64(2026): None}"
GBPUSD,MR_RG,vol_regime,HIGH_VOL,1,0.0,-1.339,0.0,0.0,False,"{np.int64(2023): None, np.int64(2024): None, np.int64(2025): None, np.int64(2026): None}"
GBPUSD,MR_RG,combined_regime,WEAK_BEAR__LOW_VOL,1,100.0,1.117,99.0,0.0,False,"{np.int64(2023): None, np.int64(2024): None, np.int64(2025): None, np.int64(2026): None}"
GBPUSD,MR_RG,combined_regime,WEAK_BULL__EXPANSION,2,50.0,0.053,2.13,0.0,False,"{np.int64(2023): None, np.int64(2024): None, np.int64(2025): None, np.int64(2026): None}"
GBPUSD,MR_RG,combined_regime,CHOPPY__CONTRACTION,7,42.86,-0.231,0.63,0.0,False,"{np.int64(2023): None, np.int64(2024): None, np.int64(2025): None, np.int64(2026): None}"
GBPUSD,MR_RG,combined_regime,RANGING__LOW_VOL,9,44.44,-0.301,0.59,0.0,False,"{np.int64(2023): None, np.int64(2024): None, np.int64(2025): None, np.int64(2026): None}"
GBPUSD,MR_RG,combined_regime,CHOPPY__NORMAL_VOL,16,31.25,-0.374,0.69,0.0,False,"{np.int64(2023): -0.198, np.int64(2024): -1.369, np.int64(2025): None, np.int64(2026): None}"
GBPUSD,MR_RG,combined_regime,RANGING__CONTRACTION,36,41.67,-0.431,0.62,0.0,True,"{np.int64(2023): -0.465, np.int64(2024): -0.349, np.int64(2025): -0.529, np.int64(2026): -0.304}"
GBPUSD,MR_RG,combined_regime,CHOPPY__LOW_VOL,11,27.27,-0.73,0.21,0.0,False,"{np.int64(2023): None, np.int64(2024): None, np.int64(2025): None, np.int64(2026): None}"
GBPUSD,MR_RG,combined_regime,WEAK_BULL__LOW_VOL,4,25.0,-0.749,0.48,0.0,False,"{np.int64(2023): None, np.int64(2024): None, np.int64(2025): None, np.int64(2026): None}"
GBPUSD,MR_RG,combined_regime,WEAK_BEAR__CONTRACTION,4,25.0,-0.765,0.32,0.0,False,"{np.int64(2023): None, np.int64(2024): None, np.int64(2025): None, np.int64(2026): None}"
GBPUSD,MR_RG,combined_regime,RANGING__NORMAL_VOL,4,25.0,-0.8,0.18,0.0,False,"{np.int64(2023): None, np.int64(2024): None, np.int64(2025): None, np.int64(2026): None}"
GBPUSD,MR_RG,combined_regime,WEAK_BEAR__NORMAL_VOL,6,16.67,-0.812,0.13,0.0,False,"{np.int64(2023): None, np.int64(2024): None, np.int64(2025): None, np.int64(2026): None}"
GBPUSD,MR_RG,combined_regime,WEAK_BULL__CONTRACTION,9,22.22,-1.028,0.17,0.0,False,"{np.int64(2023): None, np.int64(2024): None, np.int64(2025): None, np.int64(2026): None}"
GBPUSD,MR_RG,combined_regime,WEAK_BEAR__EXPANSION,1,0.0,-1.204,0.0,0.0,False,"{np.int64(2023): None, np.int64(2024): None, np.int64(2025): None, np.int64(2026): None}"
GBPUSD,MR_RG,combined_regime,CHOPPY__EXPANSION,2,0.0,-1.299,0.0,0.0,False,"{np.int64(2023): None, np.int64(2024): None, np.int64(2025): None, np.int64(2026): None}"
GBPUSD,MR_RG,combined_regime,WEAK_BULL__NORMAL_VOL,5,0.0,-1.309,0.0,0.0,False,"{np.int64(2023): None, np.int64(2024): None, np.int64(2025): None, np.int64(2026): None}"
GBPUSD,MR_RG,combined_regime,CHOPPY__HIGH_VOL,1,0.0,-1.339,0.0,0.0,False,"{np.int64(2023): None, np.int64(2024): None, np.int64(2025): None, np.int64(2026): None}"
GBPUSD,MR_RG,session,LONDON,33,39.39,-0.373,0.52,0.0,True,"{np.int64(2023): -0.367, np.int64(2024): -0.518, np.int64(2025): -0.224, np.int64(2026): None}"
GBPUSD,MR_RG,session,ASIAN,51,33.33,-0.641,0.41,25.0,True,"{np.int64(2023): -0.852, np.int64(2024): 0.084, np.int64(2025): -0.915, np.int64(2026): -0.626}"
GBPUSD,MR_RG,session,OVERLAP,34,23.53,-0.667,0.4,0.0,True,"{np.int64(2023): -0.445, np.int64(2024): -1.062, np.int64(2025): -0.827, np.int64(2026): -0.456}"
GBPUSD,MR_RG,day_of_week,Wednesday,25,48.0,-0.066,0.94,33.3,True,"{np.int64(2023): -0.365, np.int64(2024): 0.014, np.int64(2025): -0.117, np.int64(2026): None}"
GBPUSD,MR_RG,day_of_week,Monday,19,36.84,-0.506,0.45,0.0,False,"{np.int64(2023): -0.637, np.int64(2024): None, np.int64(2025): -1.164, np.int64(2026): None}"
GBPUSD,MR_RG,day_of_week,Thursday,21,28.57,-0.639,0.38,25.0,False,"{np.int64(2023): 0.302, np.int64(2024): -0.975, np.int64(2025): -1.084, np.int64(2026): -0.709}"
GBPUSD,MR_RG,day_of_week,Friday,27,25.93,-0.79,0.21,0.0,True,"{np.int64(2023): -0.959, np.int64(2024): None, np.int64(2025): -0.486, np.int64(2026): None}"
GBPUSD,MR_RG,day_of_week,Tuesday,26,23.08,-0.835,0.36,0.0,True,"{np.int64(2023): -0.675, np.int64(2024): -0.897, np.int64(2025): None, np.int64(2026): -0.771}"
GBPUSD,MR_RG,spread_bucket,Medium (1.0-1.5p),106,33.02,-0.545,0.44,0.0,True,"{np.int64(2023): -0.581, np.int64(2024): -0.458, np.int64(2025): -0.635, np.int64(2026): -0.512}"
GBPUSD,MR_RG,spread_bucket,High (>1.5p),12,25.0,-0.827,0.35,0.0,False,"{np.int64(2023): None, np.int64(2024): None, np.int64(2025): -0.827, np.int64(2026): None}"
GBPUSD,MR_RG,htf_alignment,NEUTRAL,34,41.18,-0.312,0.57,25.0,True,"{np.int64(2023): -0.465, np.int64(2024): 0.117, np.int64(2025): -0.807, np.int64(2026): -0.163}"
GBPUSD,MR_RG,htf_alignment,ALIGNED,34,29.41,-0.604,0.46,33.3,True,"{np.int64(2023): 0.023, np.int64(2024): -1.106, np.int64(2025): -0.609, np.int64(2026): None}"
GBPUSD,MR_RG,htf_alignment,OPPOSED,50,28.0,-0.732,0.34,0.0,True,"{np.int64(2023): -0.86, np.int64(2024): -0.451, np.int64(2025): -0.75, np.int64(2026): -0.719}"
GBPUSD,MR_RG,direction_label,LONG,51,31.37,-0.559,0.42,0.0,True,"{np.int64(2023): -0.832, np.int64(2024): -0.725, np.int64(2025): -0.208, np.int64(2026): -0.327}"
GBPUSD,MR_RG,direction_label,SHORT,67,32.84,-0.585,0.44,0.0,True,"{np.int64(2023): -0.417, np.int64(2024): -0.209, np.int64(2025): -0.968, np.int64(2026): -0.767}"
GBPUSD,LDN_MO,atr_bucket,80-100% (Highest),5,40.0,0.057,0.72,0.0,False,"{np.int64(2023): None, np.int64(2024): None, np.int64(2025): None, np.int64(2026): None}"
GBPUSD,LDN_MO,atr_bucket,20-40% (Low),281,35.23,-0.173,0.77,25.0,True,"{np.int64(2023): -0.333, np.int64(2024): 0.006, np.int64(2025): -0.081, np.int64(2026): -0.328}"
GBPUSD,LDN_MO,atr_bucket,40-60% (Mid),64,35.94,-0.208,0.69,0.0,True,"{np.int64(2023): -0.075, np.int64(2024): -0.252, np.int64(2025): -0.246, np.int64(2026): -0.342}"
GBPUSD,LDN_MO,atr_bucket,60-80% (High),16,25.0,-0.297,0.83,50.0,False,"{np.int64(2023): -1.147, np.int64(2024): None, np.int64(2025): 0.062, np.int64(2026): None}"
GBPUSD,LDN_MO,atr_bucket,0-20% (Lowest),540,33.15,-0.299,0.63,0.0,True,"{np.int64(2023): -0.38, np.int64(2024): -0.279, np.int64(2025): -0.252, np.int64(2026): -0.268}"
GBPUSD,LDN_MO,adx_bucket,Low (<18),138,35.51,-0.196,0.78,25.0,True,"{np.int64(2023): -0.335, np.int64(2024): -0.395, np.int64(2025): 0.107, np.int64(2026): -0.082}"
GBPUSD,LDN_MO,adx_bucket,High (>28),474,33.76,-0.245,0.69,0.0,True,"{np.int64(2023): -0.391, np.int64(2024): -0.1, np.int64(2025): -0.222, np.int64(2026): -0.297}"
GBPUSD,LDN_MO,adx_bucket,Medium (18-28),294,33.33,-0.287,0.62,0.0,True,"{np.int64(2023): -0.294, np.int64(2024): -0.226, np.int64(2025): -0.294, np.int64(2026): -0.36}"
GBPUSD,LDN_MO,trend_regime,WEAK_BEAR,49,42.86,0.023,1.11,75.0,True,"{np.int64(2023): -0.54, np.int64(2024): 0.205, np.int64(2025): 0.281, np.int64(2026): 0.256}"
GBPUSD,LDN_MO,trend_regime,STRONG_BULL,157,39.49,-0.084,0.87,25.0,True,"{np.int64(2023): -0.264, np.int64(2024): -0.03, np.int64(2025): -0.067, np.int64(2026): 0.074}"
GBPUSD,LDN_MO,trend_regime,CHOPPY,447,34.23,-0.256,0.63,0.0,True,"{np.int64(2023): -0.401, np.int64(2024): -0.09, np.int64(2025): -0.13, np.int64(2026): -0.438}"
GBPUSD,LDN_MO,trend_regime,RANGING,65,32.31,-0.355,0.62,0.0,True,"{np.int64(2023): -0.078, np.int64(2024): -0.491, np.int64(2025): -0.414, np.int64(2026): -0.379}"
GBPUSD,LDN_MO,trend_regime,WEAK_BULL,49,26.53,-0.388,0.58,0.0,True,"{np.int64(2023): -0.213, np.int64(2024): -0.792, np.int64(2025): -0.273, np.int64(2026): None}"
GBPUSD,LDN_MO,trend_regime,STRONG_BEAR,139,26.62,-0.426,0.59,0.0,True,"{np.int64(2023): -0.351, np.int64(2024): -0.321, np.int64(2025): -0.526, np.int64(2026): -0.518}"
GBPUSD,LDN_MO,vol_regime,HIGH_VOL,5,60.0,0.663,2.38,0.0,False,"{np.int64(2023): None, np.int64(2024): None, np.int64(2025): None, np.int64(2026): None}"
GBPUSD,LDN_MO,vol_regime,NORMAL_VOL,153,35.29,-0.163,0.73,25.0,True,"{np.int64(2023): -0.452, np.int64(2024): 0.137, np.int64(2025): -0.161, np.int64(2026): -0.234}"
GBPUSD,LDN_MO,vol_regime,CONTRACTION,154,36.36,-0.186,0.75,25.0,True,"{np.int64(2023): -0.474, np.int64(2024): -0.136, np.int64(2025): 0.034, np.int64(2026): -0.181}"
GBPUSD,LDN_MO,vol_regime,EXPANSION,36,30.56,-0.215,0.86,50.0,True,"{np.int64(2023): -0.32, np.int64(2024): 0.211, np.int64(2025): 0.083, np.int64(2026): -1.022}"
GBPUSD,LDN_MO,vol_regime,LOW_VOL,558,32.8,-0.304,0.62,0.0,True,"{np.int64(2023): -0.316, np.int64(2024): -0.314, np.int64(2025): -0.286, np.int64(2026): -0.294}"
GBPUSD,LDN_MO,combined_regime,STRONG_BULL__HIGH_VOL,1,100.0,1.946,99.0,0.0,False,"{np.int64(2023): None, np.int64(2024): None, np.int64(2025): None, np.int64(2026): None}"
GBPUSD,LDN_MO,combined_regime,WEAK_BEAR__NORMAL_VOL,14,71.43,0.945,3.54,0.0,False,"{np.int64(2023): None, np.int64(2024): None, np.int64(2025): None, np.int64(2026): None}"
GBPUSD,LDN_MO,combined_regime,CHOPPY__HIGH_VOL,3,66.67,0.83,2.63,0.0,False,"{np.int64(2023): None, np.int64(2024): None, np.int64(2025): None, np.int64(2026): None}"
GBPUSD,LDN_MO,combined_regime,STRONG_BULL__CONTRACTION,39,48.72,0.221,1.27,75.0,True,"{np.int64(2023): -0.32, np.int64(2024): 0.034, np.int64(2025): 0.504, np.int64(2026): 0.625}"
GBPUSD,LDN_MO,combined_regime,CHOPPY__EXPANSION,22,40.91,0.019,1.26,66.7,False,"{np.int64(2023): -0.172, np.int64(2024): 0.388, np.int64(2025): 0.623, np.int64(2026): None}"
GBPUSD,LDN_MO,combined_regime,RANGING__CONTRACTION,24,41.67,-0.037,0.91,33.3,False,"{np.int64(2023): -0.291, np.int64(2024): 0.036, np.int64(2025): -0.057, np.int64(2026): None}"
GBPUSD,LDN_MO,combined_regime,WEAK_BULL__EXPANSION,1,0.0,-0.105,0.0,0.0,False,"{np.int64(2023): None, np.int64(2024): None, np.int64(2025): None, np.int64(2026): None}"
GBPUSD,LDN_MO,combined_regime,STRONG_BULL__LOW_VOL,87,39.08,-0.158,0.79,0.0,True,"{np.int64(2023): -0.17, np.int64(2024): -0.061, np.int64(2025): -0.136, np.int64(2026): -0.426}"
GBPUSD,LDN_MO,combined_regime,STRONG_BEAR__NORMAL_VOL,31,35.48,-0.171,0.82,66.7,True,"{np.int64(2023): 0.286, np.int64(2024): 0.279, np.int64(2025): -0.551, np.int64(2026): None}"
GBPUSD,LDN_MO,combined_regime,WEAK_BULL__NORMAL_VOL,11,27.27,-0.269,0.57,0.0,False,"{np.int64(2023): None, np.int64(2024): None, np.int64(2025): None, np.int64(2026): None}"
GBPUSD,LDN_MO,combined_regime,CHOPPY__LOW_VOL,278,33.81,-0.271,0.6,0.0,True,"{np.int64(2023): -0.335, np.int64(2024): -0.21, np.int64(2025): -0.268, np.int64(2026): -0.234}"
GBPUSD,LDN_MO,combined_regime,CHOPPY__NORMAL_VOL,71,32.39,-0.288,0.54,50.0,True,"{np.int64(2023): -0.796, np.int64(2024): 0.135, np.int64(2025): 0.095, np.int64(2026): -0.82}"
GBPUSD,LDN_MO,combined_regime,CHOPPY__CONTRACTION,73,34.25,-0.294,0.63,0.0,True,"{np.int64(2023): -0.585, np.int64(2024): -0.103, np.int64(2025): -0.033, np.int64(2026): -0.484}"
GBPUSD,LDN_MO,combined_regime,WEAK_BEAR__LOW_VOL,34,32.35,-0.322,0.59,0.0,True,"{np.int64(2023): -0.604, np.int64(2024): -0.233, np.int64(2025): -0.13, np.int64(2026): -0.249}"
GBPUSD,LDN_MO,combined_regime,STRONG_BULL__NORMAL_VOL,25,28.0,-0.327,0.56,25.0,True,"{np.int64(2023): -0.627, np.int64(2024): -0.026, np.int64(2025): -0.829, np.int64(2026): 0.392}"
GBPUSD,LDN_MO,combined_regime,STRONG_BULL__EXPANSION,5,20.0,-0.37,0.67,0.0,False,"{np.int64(2023): None, np.int64(2024): None, np.int64(2025): None, np.int64(2026): None}"
GBPUSD,LDN_MO,combined_regime,STRONG_BEAR__LOW_VOL,86,27.91,-0.404,0.61,0.0,True,"{np.int64(2023): -0.476, np.int64(2024): -0.45, np.int64(2025): -0.429, np.int64(2026): -0.155}"
GBPUSD,LDN_MO,combined_regime,WEAK_BULL__LOW_VOL,33,27.27,-0.425,0.58,0.0,True,"{np.int64(2023): -0.22, np.int64(2024): -0.705, np.int64(2025): -0.218, np.int64(2026): None}"
GBPUSD,LDN_MO,combined_regime,WEAK_BULL__CONTRACTION,4,25.0,-0.484,0.68,0.0,False,"{np.int64(2023): None, np.int64(2024): None, np.int64(2025): None, np.int64(2026): None}"
GBPUSD,LDN_MO,combined_regime,RANGING__LOW_VOL,40,27.5,-0.522,0.48,33.3,True,"{np.int64(2023): 0.088, np.int64(2024): -0.773, np.int64(2025): -0.484, np.int64(2026): None}"
GBPUSD,LDN_MO,combined_regime,STRONG_BEAR__EXPANSION,7,14.29,-0.723,0.35,0.0,False,"{np.int64(2023): None, np.int64(2024): None, np.int64(2025): None, np.int64(2026): None}"
GBPUSD,LDN_MO,combined_regime,STRONG_BEAR__CONTRACTION,14,7.14,-0.931,0.22,0.0,False,"{np.int64(2023): None, np.int64(2024): None, np.int64(2025): None, np.int64(2026): -0.673}"
GBPUSD,LDN_MO,combined_regime,STRONG_BEAR__HIGH_VOL,1,0.0,-1.122,0.0,0.0,False,"{np.int64(2023): None, np.int64(2024): None, np.int64(2025): None, np.int64(2026): None}"
GBPUSD,LDN_MO,combined_regime,WEAK_BEAR__EXPANSION,1,0.0,-1.15,0.0,0.0,False,"{np.int64(2023): None, np.int64(2024): None, np.int64(2025): None, np.int64(2026): None}"
GBPUSD,LDN_MO,combined_regime,RANGING__NORMAL_VOL,1,0.0,-1.295,0.0,0.0,False,"{np.int64(2023): None, np.int64(2024): None, np.int64(2025): None, np.int64(2026): None}"
GBPUSD,LDN_MO,session,LONDON,906,33.89,-0.251,0.68,0.0,True,"{np.int64(2023): -0.35, np.int64(2024): -0.184, np.int64(2025): -0.197, np.int64(2026): -0.288}"
GBPUSD,LDN_MO,day_of_week,Tuesday,198,35.86,-0.17,0.8,0.0,True,"{np.int64(2023): -0.15, np.int64(2024): -0.059, np.int64(2025): -0.281, np.int64(2026): -0.173}"
GBPUSD,LDN_MO,day_of_week,Wednesday,193,35.75,-0.185,0.73,0.0,True,"{np.int64(2023): -0.077, np.int64(2024): -0.23, np.int64(2025): -0.158, np.int64(2026): -0.335}"
GBPUSD,LDN_MO,day_of_week,Thursday,173,34.1,-0.219,0.72,0.0,True,"{np.int64(2023): -0.057, np.int64(2024): -0.273, np.int64(2025): -0.176, np.int64(2026): -0.458}"
GBPUSD,LDN_MO,day_of_week,Monday,149,34.23,-0.303,0.65,25.0,True,"{np.int64(2023): -0.714, np.int64(2024): -0.088, np.int64(2025): -0.25, np.int64(2026): 0.201}"
GBPUSD,LDN_MO,day_of_week,Friday,193,29.53,-0.391,0.52,0.0,True,"{np.int64(2023): -0.725, np.int64(2024): -0.239, np.int64(2025): -0.117, np.int64(2026): -0.502}"
GBPUSD,LDN_MO,spread_bucket,High (>1.5p),95,36.84,-0.187,0.77,0.0,True,"{np.int64(2023): None, np.int64(2024): None, np.int64(2025): -0.187, np.int64(2026): None}"
GBPUSD,LDN_MO,spread_bucket,Medium (1.0-1.5p),811,33.54,-0.259,0.67,0.0,True,"{np.int64(2023): -0.35, np.int64(2024): -0.184, np.int64(2025): -0.203, np.int64(2026): -0.288}"
GBPUSD,LDN_MO,htf_alignment,ALIGNED,325,36.31,-0.158,0.8,25.0,True,"{np.int64(2023): -0.381, np.int64(2024): -0.146, np.int64(2025): -0.071, np.int64(2026): 0.075}"
GBPUSD,LDN_MO,htf_alignment,OPPOSED,267,34.83,-0.256,0.63,0.0,True,"{np.int64(2023): -0.306, np.int64(2024): -0.224, np.int64(2025): -0.167, np.int64(2026): -0.353}"
GBPUSD,LDN_MO,htf_alignment,NEUTRAL,314,30.57,-0.345,0.6,0.0,True,"{np.int64(2023): -0.363, np.int64(2024): -0.194, np.int64(2025): -0.359, np.int64(2026): -0.499}"
GBPUSD,LDN_MO,direction_label,LONG,491,34.83,-0.232,0.68,0.0,True,"{np.int64(2023): -0.394, np.int64(2024): -0.211, np.int64(2025): -0.143, np.int64(2026): -0.114}"
GBPUSD,LDN_MO,direction_label,SHORT,415,32.77,-0.275,0.68,0.0,True,"{np.int64(2023): -0.296, np.int64(2024): -0.148, np.int64(2025): -0.257, np.int64(2026): -0.454}"
GBPUSD,MS_BOS,atr_bucket,60-80% (High),319,36.68,-0.147,0.79,0.0,True,"{np.int64(2023): -0.042, np.int64(2024): -0.106, np.int64(2025): -0.305, np.int64(2026): -0.132}"
GBPUSD,MS_BOS,atr_bucket,80-100% (Highest),251,37.85,-0.164,0.74,0.0,True,"{np.int64(2023): -0.031, np.int64(2024): -0.185, np.int64(2025): -0.184, np.int64(2026): -0.322}"
GBPUSD,MS_BOS,atr_bucket,40-60% (Mid),515,33.79,-0.247,0.67,0.0,True,"{np.int64(2023): -0.248, np.int64(2024): -0.247, np.int64(2025): -0.166, np.int64(2026): -0.357}"
GBPUSD,MS_BOS,atr_bucket,20-40% (Low),589,31.58,-0.324,0.62,0.0,True,"{np.int64(2023): -0.189, np.int64(2024): -0.369, np.int64(2025): -0.43, np.int64(2026): -0.289}"
GBPUSD,MS_BOS,atr_bucket,0-20% (Lowest),497,31.99,-0.434,0.57,0.0,True,"{np.int64(2023): -0.507, np.int64(2024): -0.417, np.int64(2025): -0.391, np.int64(2026): -0.419}"
GBPUSD,MS_BOS,adx_bucket,Medium (18-28),608,35.03,-0.237,0.74,0.0,True,"{np.int64(2023): -0.222, np.int64(2024): -0.268, np.int64(2025): -0.142, np.int64(2026): -0.349}"
GBPUSD,MS_BOS,adx_bucket,High (>28),1341,33.48,-0.3,0.65,0.0,True,"{np.int64(2023): -0.242, np.int64(2024): -0.287, np.int64(2025): -0.347, np.int64(2026): -0.347}"
GBPUSD,MS_BOS,adx_bucket,Low (<18),222,31.08,-0.336,0.64,0.0,True,"{np.int64(2023): -0.185, np.int64(2024): -0.464, np.int64(2025): -0.496, np.int64(2026): -0.015}"
GBPUSD,MS_BOS,trend_regime,WEAK_BEAR,83,33.73,-0.243,0.84,0.0,True,"{np.int64(2023): -0.321, np.int64(2024): -0.123, np.int64(2025): -0.072, np.int64(2026): -0.612}"
GBPUSD,MS_BOS,trend_regime,CHOPPY,1043,35.0,-0.247,0.72,0.0,True,"{np.int64(2023): -0.091, np.int64(2024): -0.326, np.int64(2025): -0.286, np.int64(2026): -0.319}"
GBPUSD,MS_BOS,trend_regime,WEAK_BULL,110,34.55,-0.261,0.68,25.0,True,"{np.int64(2023): -0.294, np.int64(2024): -0.267, np.int64(2025): -0.429, np.int64(2026): 0.176}"
GBPUSD,MS_BOS,trend_regime,STRONG_BEAR,416,34.38,-0.263,0.67,0.0,True,"{np.int64(2023): -0.424, np.int64(2024): -0.023, np.int64(2025): -0.285, np.int64(2026): -0.349}"
GBPUSD,MS_BOS,trend_regime,STRONG_BULL,470,30.21,-0.39,0.57,0.0,True,"{np.int64(2023): -0.346, np.int64(2024): -0.479, np.int64(2025): -0.372, np.int64(2026): -0.333}"
GBPUSD,MS_BOS,trend_regime,RANGING,49,30.61,-0.461,0.47,0.0,True,"{np.int64(2023): -0.445, np.int64(2024): -0.592, np.int64(2025): -0.333, np.int64(2026): None}"
GBPUSD,MS_BOS,vol_regime,EXPANSION,136,38.97,-0.07,1.03,50.0,True,"{np.int64(2023): 0.333, np.int64(2024): -0.548, np.int64(2025): -0.398, np.int64(2026): 0.199}"
GBPUSD,MS_BOS,vol_regime,HIGH_VOL,266,37.59,-0.145,0.77,0.0,True,"{np.int64(2023): -0.05, np.int64(2024): -0.103, np.int64(2025): -0.237, np.int64(2026): -0.238}"
GBPUSD,MS_BOS,vol_regime,NORMAL_VOL,981,33.23,-0.273,0.64,0.0,True,"{np.int64(2023): -0.235, np.int64(2024): -0.294, np.int64(2025): -0.239, np.int64(2026): -0.354}"
GBPUSD,MS_BOS,vol_regime,LOW_VOL,656,31.86,-0.377,0.59,0.0,True,"{np.int64(2023): -0.336, np.int64(2024): -0.371, np.int64(2025): -0.418, np.int64(2026): -0.394}"
GBPUSD,MS_BOS,vol_regime,CONTRACTION,132,32.58,-0.441,0.57,0.0,True,"{np.int64(2023): -0.913, np.int64(2024): -0.173, np.int64(2025): -0.381, np.int64(2026): -0.401}"
GBPUSD,MS_BOS,combined_regime,WEAK_BEAR__HIGH_VOL,11,63.64,0.404,1.96,0.0,False,"{np.int64(2023): None, np.int64(2024): None, np.int64(2025): None, np.int64(2026): None}"
GBPUSD,MS_BOS,combined_regime,WEAK_BULL__CONTRACTION,5,60.0,0.369,1.89,0.0,False,"{np.int64(2023): None, np.int64(2024): None, np.int64(2025): None, np.int64(2026): None}"
GBPUSD,MS_BOS,combined_regime,WEAK_BULL__HIGH_VOL,13,53.85,0.25,1.47,100.0,False,"{np.int64(2023): 0.235, np.int64(2024): None, np.int64(2025): 0.262, np.int64(2026): None}"
GBPUSD,MS_BOS,combined_regime,STRONG_BEAR__EXPANSION,18,44.44,0.138,1.17,100.0,False,"{np.int64(2023): 0.355, np.int64(2024): None, np.int64(2025): 0.597, np.int64(2026): None}"
GBPUSD,MS_BOS,combined_regime,WEAK_BEAR__CONTRACTION,2,50.0,0.104,0.86,0.0,False,"{np.int64(2023): None, np.int64(2024): None, np.int64(2025): None, np.int64(2026): None}"
GBPUSD,MS_BOS,combined_regime,CHOPPY__HIGH_VOL,99,41.41,-0.03,0.92,50.0,True,"{np.int64(2023): 0.015, np.int64(2024): 0.138, np.int64(2025): -0.249, np.int64(2026): -0.057}"
GBPUSD,MS_BOS,combined_regime,CHOPPY__EXPANSION,73,41.1,-0.032,1.04,50.0,True,"{np.int64(2023): 0.549, np.int64(2024): -0.424, np.int64(2025): -0.814, np.int64(2026): 0.087}"
GBPUSD,MS_BOS,combined_regime,WEAK_BEAR__NORMAL_VOL,26,34.62,-0.084,0.76,0.0,True,"{np.int64(2023): -0.623, np.int64(2024): None, np.int64(2025): -0.171, np.int64(2026): -0.021}"
GBPUSD,MS_BOS,combined_regime,WEAK_BULL__EXPANSION,12,41.67,-0.086,0.96,0.0,False,"{np.int64(2023): None, np.int64(2024): None, np.int64(2025): None, np.int64(2026): None}"
